,safegraph_place_id,location_name,latitude,longitude,city,region,postal_code,stateFIPS,countyFIPS,countyName,poi_cbg,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,base,size
0,sg:00023121464f4b9b87fdedb8701a1664,Wheatstone Ministries,33.870148,-117.922463,Fullerton,CA,92832,06,06059,Orange County,060590113001,5.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0
1,sg:000af9a3aeb94c8d9e2f8fa933b88ae3,Messiah Lutheran Church,37.809699,-121.952176,Danville,CA,94526,06,06013,Contra Costa County,060133462041,21.0,17.0,20.0,22.0,12.0,17.0,15.0,18.5,1.0
2,sg:00116b6c6d5f4ef3905a2dc72519c567,South Valley Church Of Christ,37.138068,-121.667717,Morgan Hill,CA,95037,06,06085,Santa Clara County,060855123141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,sg:00180e2b30874040805f6f7d46f6c698,Calvary Chapel of Santa Rosa,38.449222,-122.734502,Santa Rosa,CA,95401,06,06097,Sonoma County,060971530013,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,sg:0037a4917b2d44b694428ca6b71ce405,Foothills Community Church,38.419528,-122.70405600000001,Santa Rosa,CA,95404,06,06097,Sonoma County,060971514011,59.0,45.0,39.0,41.0,23.0,17.0,26.0,42.0,3.0
5,sg:003bec057f294ab48127e9f723fb993f,Lutheran Church of Prayer,35.402842,-118.914625,Bakersfield,CA,93306,06,06029,Kern County,060290009104,10.0,9.0,9.0,12.0,1.0,3.0,6.0,9.0,0.0
6,sg:0044e318bb7747e69f23b64fb846666b,Trabuco Presbyterian Church,33.646336,-117.57718999999999,Trabuco Canyon,CA,92679,06,06059,Orange County,060590320423,31.0,39.0,45.0,27.0,22.0,23.0,42.0,42.0,3.0
7,sg:004d8dc6f17b4cd9bcd41c866a310cbf,Community of Christ,37.576295,-122.04069799999999,Fremont,CA,94555,06,06001,Alameda County,060014414022,27.0,21.0,16.0,14.0,2.0,3.0,0.0,18.5,1.0
8,sg:00517ebfcde44215a04cf58fd8406c89,Cathedral Chapel Church,34.058003,-118.34601799999999,Los Angeles,CA,90036,06,06037,Los Angeles County,060372162003,22.0,15.0,13.0,4.0,3.0,1.0,6.0,14.0,1.0
9,sg:0055eaf6d0604f8e859233ca8e44d6c4,Iglesia Del Senor,33.979073,-118.191476,Bell,CA,90201,06,06037,Los Angeles County,060375336012,18.0,18.0,15.0,12.0,9.0,10.0,17.0,16.5,1.0
10,sg:006bd646ccdc435f9050778ad73139b9,St Mark AME Zion Church,37.471486999999996,-122.13531299999998,East Palo Alto,CA,94303,06,06081,San Mateo County,060816119001,12.0,11.0,7.0,4.0,4.0,4.0,6.0,9.0,0.0
11,sg:0070b7df79a942ccae4cdd0e56e2b890,St Paul's United Methodist Church,34.181561,-119.18071599999999,Oxnard,CA,93033,06,06111,Ventura County,061110038021,19.0,11.0,15.0,11.0,2.0,1.0,3.0,13.0,1.0
12,sg:0073c9a85f2e4471a2d0fdfed6a7f7e3,St Peter's Episcopal Church,33.737178,-118.31363999999999,San Pedro,CA,90732,06,06037,Los Angeles County,060372964011,22.0,20.0,19.0,9.0,2.0,4.0,4.0,19.5,1.0
13,sg:0076dd63ab994c76aa8768216d850bac,Hsi Fang Temple,32.759753,-117.146601,San Diego,CA,92116,06,06073,San Diego County,060730005002,22.0,36.0,27.0,11.0,2.0,4.0,4.0,31.5,3.0
14,sg:007b14c986224df78a96ee811e966adb,First Presbyterian Church Of Petaluma,38.224921,-122.643049,Petaluma,CA,94952,06,06097,Sonoma County,060971508004,31.0,22.0,23.0,15.0,7.0,8.0,12.0,22.5,2.0
15,sg:007ca5c9f9874e0ba8e3664126025ac8,Central Christian Church,37.277476,-121.910959,San Jose,CA,95124,06,06085,Santa Clara County,060855029022,119.0,113.0,107.0,69.0,30.0,29.0,53.0,110.0,5.0
16,sg:00823db6c5844c9aa02465637f89a8fd,Lord's Light Community Church,33.832075,-118.040701,Cypress,CA,90630,06,06059,Orange County,060591101043,24.0,23.0,19.0,15.0,0.0,0.0,4.0,21.0,2.0
17,sg:0090c65c43754b0aba4c3ac4959f4f77,Coast Christian Fellowship,33.806631,-118.35673,Torrance,CA,90505,06,06037,Los Angeles County,060376513021,21.0,16.0,19.0,8.0,2.0,0.0,2.0,17.5,1.0
18,sg:0094ab131e3d45108bee2b17c7d15497,Pine Mtn Christian Community Church Activity Ctr,34.849488,-119.16588899999999,Frazier Park,CA,93222,06,06029,Kern County,060290033062,12.0,9.0,6.0,8.0,4.0,4.0,8.0,7.5,0.0
19,sg:009932702cb54830a58f5b650784e301,City of Grace,38.547366,-121.437059,Sacramento,CA,95817,06,06067,Sacramento County,060670017004,13.0,14.0,14.0,3.0,7.0,7.0,9.0,14.0,1.0
20,sg:009f99d28d784118942bf0473c5edb78,Macedonia Baptist Church,38.645941,-121.44918799999999,Sacramento,CA,95838,06,06067,Sacramento County,060670067014,25.0,34.0,44.0,27.0,2.0,12.0,12.0,39.0,3.0
21,sg:00a15c25a7ba4896a438d77884f4f63f,Shekinah Church,33.897131,-118.08211299999999,Norwalk,CA,90650,06,06037,Los Angeles County,060375527005,68.0,73.0,35.0,36.0,18.0,23.0,39.0,54.0,4.0
22,sg:00a1b2c696f348ce8de359ee599934ca,St Paul Lutheran Church,33.9126,-117.931987,Fullerton,CA,92835,06,06059,Orange County,060590017053,41.0,29.0,48.0,23.0,3.0,10.0,12.0,38.5,3.0
23,sg:00a204953ea040fc9540657f89793dd0,Grace Community Christian Church,37.57894,-120.92584199999999,Ceres,CA,95307,06,06099,Stanislaus County,060990030012,4.0,6.0,5.0,1.0,4.0,0.0,1.0,5.5,0.0
24,sg:00b32e5bf3674310bc889acd9672a8d7,North Valley Baptist Church,40.166132,-122.25247900000001,Red Bluff,CA,96080,06,06103,Tehama County,061030007001,47.0,44.0,58.0,31.0,26.0,40.0,30.0,51.0,4.0
25,sg:00b4add352e848cf8d0fd5f757d676f5,South Bay LA Chinese Alliance Church,33.724011,-118.30153100000001,San Pedro,CA,90731,06,06037,Los Angeles County,060372972022,44.0,51.0,51.0,33.0,25.0,31.0,24.0,51.0,4.0
26,sg:00bf703848c1419a98e6ef8dc89b33ca,First Baptist Church,34.455151,-119.234306,Ojai,CA,93023,06,06111,Ventura County,061110009034,7.0,8.0,8.0,6.0,2.0,0.0,1.0,8.0,0.0
27,sg:00c25d4882604ef998918eb486fc2b9d,First Foursquare Church Of Van Nuys,34.199911,-118.45057,Van Nuys,CA,91405,06,06037,Los Angeles County,060371278031,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.5,0.0
28,sg:00c3ede8c36845948310f5439f20a246,River of Life Church,38.516869,-122.99554099999999,Guerneville,CA,95446,06,06097,Sonoma County,060971537044,9.0,10.0,7.0,5.0,1.0,3.0,6.0,8.5,0.0
29,sg:00c46b9506d049b291fd0364c28a4fd2,The Church Of Jesus Christ Of Latter Day Saints,39.053096000000004,-122.919634,Lakeport,CA,95453,06,06033,Lake County,060330004001,47.0,42.0,36.0,32.0,19.0,15.0,29.0,39.0,3.0
30,sg:00ca9d97fefb4545bd7818c4d0f1e470,Emmanuel Presbyterian Church,37.422768,-121.95818600000001,San Jose,CA,95134,06,06085,Santa Clara County,060855046021,172.0,163.0,146.0,66.0,3.0,4.0,3.0,154.5,5.0
31,sg:00ce29fa2c684284be1afd442d97800d,CrossWalk Church,34.064605,-117.23970700000001,Redlands,CA,92374,06,06071,San Bernardino County,060710078001,61.0,71.0,53.0,36.0,1.0,3.0,7.0,62.0,4.0
32,sg:00cedfea472441e5ab2ef6d925f75d00,Carmichael Christian Church,38.617783,-121.35093400000001,Carmichael,CA,95608,06,06067,Sacramento County,060670059044,21.0,25.0,18.0,21.0,9.0,6.0,9.0,21.5,2.0
33,sg:00d73bc65bb744b3b59e26acc8a7a8af,Christ Church Sierra Madre,34.161443,-118.056316,Sierra Madre,CA,91024,06,06037,Los Angeles County,060374305022,4.0,7.0,13.0,4.0,4.0,1.0,2.0,10.0,1.0
34,sg:00d753158e9449078adf72f8db023bd5,St Anthony's Catholic Church,40.14044000000001,-120.947348,Greenville,CA,95947,06,06063,Plumas County,060630004003,12.0,14.0,10.0,12.0,10.0,5.0,10.0,12.0,1.0
35,sg:00e209f3d03f48679bed3d5587f6c332,Community Church,37.327948,-121.85473400000001,San Jose,CA,95122,06,06085,Santa Clara County,060855031171,28.0,26.0,17.0,27.0,8.0,17.0,8.0,21.5,2.0
36,sg:00ed83fabae14a3fa465a69e5144f6df,Grace Reformation Church,38.651249,-121.73096899999999,Woodland,CA,95776,06,06113,Yolo County,061130112063,50.0,35.0,34.0,19.0,21.0,22.0,21.0,34.5,3.0
37,sg:00ee844898dd480abaeb4507478aa911,International Action Ministries,32.78954,-117.20066299999999,San Diego,CA,92110,06,06073,San Diego County,060730091034,11.0,10.0,10.0,3.0,7.0,5.0,18.0,10.0,1.0
38,sg:00eeb479012748b4900b9391beb6563b,Universalist Unitarian Church,33.982423,-117.371358,Riverside,CA,92501,06,06065,Riverside County,060650303001,18.0,27.0,9.0,5.0,3.0,1.0,8.0,18.0,1.0
39,sg:00f850a0dad346189707500cc06d515a,First Baptist Church of Fortuna,40.599157,-124.145867,Fortuna,CA,95540,06,06023,Humboldt County,060230109011,18.0,13.0,19.0,9.0,10.0,14.0,15.0,16.0,1.0
40,sg:0100316ffea84d9a975fb1a07aee3cac,Bibleway Association Church,39.522033,-122.19788899999999,Willows,CA,95988,06,06021,Glenn County,060210104005,10.0,8.0,7.0,4.0,3.0,5.0,4.0,7.5,0.0
41,sg:0102fa5c13d948ba894c61ea4cb09792,Church of Christ,32.584693,-117.112174,Imperial Beach,CA,91932,06,06073,San Diego County,060730105023,2.0,9.0,6.0,3.0,1.0,0.0,1.0,7.5,0.0
42,sg:010c827e25894cf380dce874b58c0e10,Temple of Peace Missionary Baptist Church,37.772472,-122.192175,Oakland,CA,94605,06,06001,Alameda County,060014077001,10.0,18.0,9.0,4.0,2.0,6.0,6.0,13.5,1.0
43,sg:01173cfec9284d61bfc0d5cf49bac4b4,Crosswalk Community Church,37.373847999999995,-122.048128,Sunnyvale,CA,94086,06,06085,Santa Clara County,060855091063,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0
44,sg:011ccd4ee9074aa18bdaae9dec4e055a,Blue Ocean,34.012294,-118.471034,Santa Monica,CA,90405,06,06037,Los Angeles County,060377022012,22.0,25.0,16.0,14.0,3.0,2.0,2.0,20.5,2.0
45,sg:011d35a48f6147498a4eab916f6c1f2f,Holy Redeemer Lutheran Church,37.341757,-121.92371999999999,San Jose,CA,95126,06,06085,Santa Clara County,060855004001,3.0,5.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0
46,sg:011e0b3c575e4f918db308b59bce8fdf,Apostolic Church,37.599311,-122.017801,Union City,CA,94587,06,06001,Alameda County,060014402001,10.0,8.0,4.0,2.0,0.0,3.0,3.0,6.0,0.0
47,sg:0135c8cf2d9a46bf89cbd67cb705177d,Grace Lutheran Church,34.003367,-118.289809,Los Angeles,CA,90037,06,06037,Los Angeles County,060372321101,33.0,39.0,35.0,12.0,14.0,13.0,18.0,37.0,3.0
48,sg:014867a98281449da434ee19557dfa79,Korean Seventh Day Adventist Church,33.897104,-118.0821,Norwalk,CA,90650,06,06037,Los Angeles County,060375527005,107.0,117.0,78.0,73.0,28.0,40.0,17.0,97.5,4.0
49,sg:014aaea1195b402e8c033d3eb440839a,Lemoore Presbyterian Church,36.29991,-119.784131,Lemoore,CA,93245,06,06031,Kings County,060310004045,18.0,13.0,14.0,14.0,2.0,5.0,5.0,13.5,1.0
50,sg:014fd213172a4b82a1eab46d3269debd,Grace Covenant Community Church,33.915132,-117.890373,Brea,CA,92821,06,06059,Orange County,060590015044,62.0,32.0,28.0,16.0,3.0,3.0,6.0,30.0,3.0
51,sg:01512b8e8f1d465facca0244bc072396,Acts 9 Grace Bible Church,32.81250900000001,-117.204676,San Diego,CA,92117,06,06073,San Diego County,060730085033,20.0,14.0,12.0,7.0,4.0,9.0,7.0,13.0,1.0
52,sg:015536c754b042598980b69390ed2f78,Bible Methodist Church,37.967302000000004,-121.337942,Stockton,CA,95204,06,06077,San Joaquin County,060770010001,44.0,46.0,61.0,25.0,20.0,15.0,15.0,53.5,4.0
53,sg:0160f3c8fdda4ccab560de141d07f725,The Church of Jesus Christ of Latter day Saints,34.405972,-119.51606399999999,Carpinteria,CA,93013,06,06083,Santa Barbara County,060830016012,61.0,34.0,35.0,22.0,14.0,12.0,17.0,34.5,3.0
54,sg:01666faaff5245bcb2dd2d828128ae8c,Panorama Full Gospel Four Square Church,34.253394,-118.47922700000001,North Hills,CA,91343,06,06037,Los Angeles County,060371098004,37.0,31.0,26.0,25.0,6.0,24.0,25.0,28.5,2.0
55,sg:016ef7763190453191a13ec728e148d2,Ner Tamid Conservative Synaogue,32.993809999999996,-117.06113400000001,Poway,CA,92064,06,06073,San Diego County,060730170501,29.0,26.0,20.0,17.0,1.0,3.0,5.0,23.0,2.0
56,sg:01732cf58ab0423f8abbe550437f4caa,Sacred Heart Parish,36.678293,-121.65881399999999,Salinas,CA,93901,06,06053,Monterey County,060530013001,87.0,60.0,91.0,40.0,4.0,12.0,24.0,75.5,4.0
57,sg:017ae749903f47f483651b91b3dbbc21,Kadampa Meditation Center San Francisco,37.763574,-122.420184,San Francisco,CA,94110,06,06075,San Francisco County,060750201004,0.0,1.0,4.0,1.0,2.0,4.0,1.0,2.5,0.0
58,sg:017bee4b3cbc40e0ba1e6fa5d95b526c,Nichiren Buddhist Church,34.038667,-118.206576,Los Angeles,CA,90033,06,06037,Los Angeles County,060372043001,5.0,9.0,2.0,0.0,1.0,0.0,1.0,5.5,0.0
59,sg:017fcdb31c0040d799e6c9cca250d056,St Andrew Armenian Church,37.302864,-122.040894,Cupertino,CA,95014,06,06085,Santa Clara County,060855078082,5.0,8.0,6.0,7.0,3.0,4.0,10.0,7.0,0.0
60,sg:018e0254f03f41b28f8de11e2cd51cd0,Stockton Alliance Church,38.025394,-121.322156,Stockton,CA,95210,06,06077,San Joaquin County,060770033101,27.0,34.0,24.0,25.0,4.0,9.0,19.0,29.0,2.0
61,sg:018edcba92104d18b92f74481337d537,Wat Thai Srisoda Sun Valley,34.251434,-118.412301,Pacoima,CA,91331,06,06037,Los Angeles County,060371048102,65.0,67.0,56.0,51.0,40.0,40.0,32.0,61.5,4.0
62,sg:018f0f2504a445e482a3dcc0da98a2c7,Westminster Presbyterian Church,34.025296000000004,-118.31981,Los Angeles,CA,90018,06,06037,Los Angeles County,060372190202,29.0,20.0,14.0,17.0,12.0,9.0,5.0,17.0,1.0
63,sg:01955095f3674034bc9024d98467b72e,Redeemer Christian Church,38.727629,-121.303801,Roseville,CA,95678,06,06061,Placer County,060610208051,9.0,4.0,7.0,5.0,2.0,4.0,0.0,5.5,0.0
64,sg:019ec342ee8243cdbfd8ae9889c8d32a,Nechung Dharmapala Center,34.080597999999995,-118.366221,West Hollywood,CA,90048,06,06037,Los Angeles County,060371944011,62.0,49.0,52.0,22.0,16.0,19.0,18.0,50.5,4.0
65,sg:01a26fdb9afd41469db735188e5576e3,New Apostolic Church,34.139165999999996,-117.314136,San Bernardino,CA,92405,06,06071,San Bernardino County,060710046041,13.0,16.0,6.0,9.0,2.0,4.0,5.0,11.0,1.0
66,sg:01b6adf77bf44a62920bd9550f008f3c,Faith Community Church,33.11592,-117.24795800000001,Carlsbad,CA,92009,06,06073,San Diego County,060730200133,50.0,42.0,55.0,42.0,13.0,25.0,28.0,48.5,3.0
67,sg:01b78ef419b544f094893e37f6299e76,Cedar Grove Community Church,37.673733,-121.767416,Livermore,CA,94550,06,06001,Alameda County,060014516012,70.0,56.0,70.0,57.0,24.0,26.0,35.0,63.0,4.0
68,sg:01baffe96ff946df8f1c8eeb69f3fe5a,Hughson Missionary Baptist Church,37.598626,-120.86748,Hughson,CA,95326,06,06099,Stanislaus County,060990029023,32.0,40.0,30.0,33.0,27.0,31.0,30.0,35.0,3.0
69,sg:01bd97e5e4d34ca5a3fa3521e515495a,Holy Cross Lutheran Church,33.811085,-118.057272,Cypress,CA,90630,06,06059,Orange County,060591101063,30.0,38.0,24.0,15.0,11.0,17.0,21.0,31.0,3.0
70,sg:01c16a1110be4ca4b099ea6306eac2f0,Oakland Islamic Center,37.819765999999994,-122.26768100000001,Oakland,CA,94609,06,06001,Alameda County,060014013001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,sg:01c3571bb27e470fa50afae44aa19a6c,St Mary of the Valley Church,34.116194,-116.435585,Yucca Valley,CA,92284,06,06071,San Bernardino County,060710104133,50.0,47.0,58.0,35.0,6.0,13.0,17.0,52.5,4.0
72,sg:01c69636790d4797a68818ee2fa13167,Holy Defender Church of God In Christ,33.940552000000004,-118.300058,Los Angeles,CA,90044,06,06037,Los Angeles County,060376002022,19.0,35.0,25.0,16.0,21.0,19.0,15.0,30.0,3.0
73,sg:01c909688a60433891d21e2306d04a94,Light & Life Christian Fellowship North,33.86365,-118.151701,Long Beach,CA,90805,06,06037,Los Angeles County,060375701002,13.0,10.0,7.0,3.0,2.0,2.0,0.0,8.5,0.0
74,sg:01db786b39e646ab968ad98981016cb9,Peace Lutheran Church Lcms,33.758848,-116.370953,Palm Desert,CA,92260,06,06065,Riverside County,060650449194,11.0,8.0,7.0,1.0,2.0,4.0,2.0,7.5,0.0
75,sg:01e2db5efdd146ea8f09ae6b4112a0d0,Fullerton Seventh Day Adventist Church,33.86692,-117.96962099999999,Fullerton,CA,92833,06,06059,Orange County,060590018021,47.0,47.0,40.0,27.0,15.0,7.0,14.0,43.5,3.0
76,sg:01e5a2172336482994e4a961b85e5d6a,Kingdom Builders Christian Fellowship,37.769379,-122.172023,Oakland,CA,94605,06,06001,Alameda County,060014082002,75.0,88.0,65.0,39.0,35.0,46.0,9.0,76.5,4.0
77,sg:01e8aa503216430581371e98ebc32b48,Benedict Castle,33.95032,-117.347577,Riverside,CA,92507,06,06065,Riverside County,060650306032,12.0,13.0,9.0,5.0,2.0,4.0,2.0,11.0,1.0
78,sg:01f96eeea31e41658dd67eec2302ce3e,Garden City Church,37.316068,-121.922459,San Jose,CA,95128,06,06085,Santa Clara County,060855021021,31.0,41.0,33.0,18.0,7.0,4.0,3.0,37.0,3.0
79,sg:01fd60ab38ae4265a408323e24bfe8ff,Kanana Fou Samoan Congressional Christian Church,33.795173999999996,-118.319505,Lomita,CA,90717,06,06037,Los Angeles County,060376700032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,sg:02014c3e8bb84cffa51ce5c4e4281fb3,Mt Olive Lutheran Church Elca,34.23533,-118.257099,La Crescenta,CA,91214,06,06037,Los Angeles County,060373003013,6.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0
81,sg:020793e99c7c4c90b4d330b75b06d3e9,Faith Baptist Church,41.482408,-120.553997,Alturas,CA,96101,06,06049,Modoc County,060490001003,27.0,21.0,19.0,12.0,7.0,7.0,18.0,20.0,2.0
82,sg:020a3631269e4ecd90a193326c5a5c0e,Praise Chapel Azusa,34.129428999999995,-117.898098,Azusa,CA,91702,06,06037,Los Angeles County,060374042011,53.0,47.0,27.0,27.0,20.0,26.0,21.0,37.0,3.0
83,sg:020c46e6e61c40bca8a0ac71b8c129a1,All Saints Evangelical Lutheran Church,34.21774,-118.35314299999999,Sun Valley,CA,91352,06,06037,Los Angeles County,060371021042,14.0,12.0,15.0,6.0,8.0,2.0,3.0,13.5,1.0
84,sg:020d84b63c3542979bda5d5038bda388,First Baptist Church,37.535462,-122.034205,Newark,CA,94560,06,06001,Alameda County,060014444002,72.0,62.0,50.0,39.0,31.0,34.0,28.0,56.0,4.0
85,sg:021113947fcb4936b9adcd78952a568e,Hahnsarang United Methodist Church,34.214226000000004,-118.23803400000001,Glendale,CA,91201,06,06037,Los Angeles County,060373006003,15.0,13.0,17.0,8.0,4.0,8.0,7.0,15.0,1.0
86,sg:021a21751575445d91f7d48817ed3e2b,Gospel Prayer Center For Missions Church of God In Christ,33.974284000000004,-118.284724,Los Angeles,CA,90044,06,06037,Los Angeles County,060372377102,15.0,13.0,11.0,9.0,6.0,7.0,3.0,12.0,1.0
87,sg:021ccc70d0d943db8b24e69fbbf71eaf,Vision International Ministries,33.97614,-118.335451,Inglewood,CA,90302,06,06037,Los Angeles County,060376009121,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0
88,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,San Francisco Chinese Bible Church,37.746307,-122.475575,San Francisco,CA,94116,06,06075,San Francisco County,060750304004,94.0,94.0,87.0,52.0,23.0,30.0,27.0,90.5,4.0
89,sg:0235fc7a28b74d79bf04630253fe40f8,Sweetwater Community Church,32.67779,-117.01914199999999,Bonita,CA,91902,06,06073,San Diego County,060730032073,31.0,59.0,58.0,28.0,1.0,5.0,8.0,58.5,4.0
90,sg:02387241b5dc40099e0911da87d1c4c0,The Rock Church,32.70528,-117.053803,San Diego,CA,92114,06,06073,San Diego County,060730031032,18.0,23.0,20.0,16.0,12.0,21.0,19.0,21.5,2.0
91,sg:023c2a4f35ed43829476d5781fa72da4,Saint Marys Catholic Church,33.869934,-117.931522,Fullerton,CA,92832,06,06059,Orange County,060590112001,156.0,105.0,123.0,78.0,4.0,8.0,22.0,114.0,5.0
92,sg:023cd0f03e304758879005a1be1d0f5e,Clearwater Christian Center,33.886804,-118.157941,Paramount,CA,90723,06,06037,Los Angeles County,060375539021,28.0,34.0,31.0,29.0,14.0,17.0,5.0,32.5,3.0
93,sg:023e99fbc6464b6aa98c4aed9956d279,Beach Bible Church,33.674671999999994,-117.990541,Huntington Beach,CA,92648,06,06059,Orange County,060590993053,9.0,17.0,14.0,12.0,4.0,8.0,12.0,15.5,1.0
94,sg:0246910759914bdcbf40f95809a1fc22,El Sereno Congregation of Jehovah's Witnesses,34.087608,-118.173101,Los Angeles,CA,90032,06,06037,Los Angeles County,060372015031,9.0,11.0,7.0,7.0,2.0,0.0,2.0,9.0,0.0
95,sg:024b4a6ed6c04b80952eff6029ab5e7a,Calvary Chapel of Temecula,33.515370000000004,-117.16518899999998,Temecula,CA,92590,06,06065,Riverside County,060650512002,38.0,37.0,52.0,30.0,1.0,5.0,16.0,44.5,3.0
96,sg:024e9b129eca4ac2a707648b79d74c5c,Soldiers of the Light,33.833145,-118.38851299999999,Redondo Beach,CA,90277,06,06037,Los Angeles County,060376213241,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
97,sg:02540e1b152a426b99a13979ce31a153,Ciudad de Paz Centro Cristiano,38.293558000000004,-122.305155,Napa,CA,94558,06,06055,Napa County,060552008043,14.0,15.0,9.0,9.0,8.0,7.0,11.0,12.0,1.0
98,sg:02578aa15477467c9695669b3580361d,Church of Christ,34.087903999999995,-117.43646100000001,Fontana,CA,92335,06,06071,San Bernardino County,060710031023,17.0,14.0,11.0,7.0,6.0,10.0,14.0,12.5,1.0
99,sg:02686d5bc4bb4affaf786013fd71a912,Central Peninsula Church,37.551745000000004,-122.26321200000001,Foster City,CA,94404,06,06081,San Mateo County,060816080011,141.0,167.0,115.0,67.0,8.0,13.0,15.0,141.0,5.0
100,sg:026ad1a0638f4ba49cc402e005f04ce6,St Anthony's Catholic Church,37.789251,-122.24275800000001,Oakland,CA,94606,06,06001,Alameda County,060014059022,94.0,78.0,106.0,86.0,41.0,24.0,29.0,92.0,4.0
101,sg:0273bbd25cea407ca5998b2e9822333f,Blazing Fire Church,37.713132,-121.92679299999999,Dublin,CA,94568,06,06001,Alameda County,060014503001,5.0,3.0,6.0,1.0,1.0,2.0,6.0,4.5,0.0
102,sg:027748e5189b4a19a21e0616d5367662,Moreno Hills Seventh Day Adv,33.916751,-117.211219,Moreno Valley,CA,92553,06,06065,Riverside County,060650425172,23.0,19.0,16.0,11.0,6.0,3.0,3.0,17.5,1.0
103,sg:0279afab74b54de28bd7d1627560898b,Masjid Omar Al Farouk,33.851729999999996,-117.88876200000001,Anaheim,CA,92806,06,06059,Orange County,060590864021,6.0,11.0,10.0,6.0,1.0,2.0,0.0,10.5,1.0
104,sg:0279f2f4109442968db17b1055f23d13,Chatsworth United Methodist Church,34.266628999999995,-118.60538000000001,Chatsworth,CA,91311,06,06037,Los Angeles County,060371132111,13.0,7.0,9.0,6.0,5.0,3.0,6.0,8.0,0.0
105,sg:027c2aa83ad64e309f36c77b097cc4cb,Adidam Pan Communion,38.874958,-122.68951000000001,Lower Lake,CA,95457,06,06033,Lake County,060330012003,3.0,4.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0
106,sg:029e14e0fb45459d9fc1587923bc135c,Chua Xa Loi,34.061966,-118.099753,Rosemead,CA,91770,06,06037,Los Angeles County,060374825021,20.0,28.0,6.0,8.0,3.0,10.0,7.0,17.0,1.0
107,sg:02a0d9ae6a254b9fa1f517b63d97d6b9,St Raphael's Catholic Church,33.975776,-118.290801,Los Angeles,CA,90044,06,06037,Los Angeles County,060372375002,4.0,9.0,11.0,3.0,0.0,0.0,0.0,10.0,1.0
108,sg:02b07a3d343243eab5b1cfe5a8c890e0,Faith Community Church,34.194726,-119.18273700000002,Oxnard,CA,93030,06,06111,Ventura County,061110086002,11.0,3.0,6.0,5.0,3.0,2.0,3.0,4.5,0.0
109,sg:02b97b169fdf47c1bc4a50975d55e18c,Church of God,33.729248999999996,-116.212608,Indio,CA,92201,06,06065,Riverside County,060650453031,22.0,20.0,12.0,11.0,6.0,5.0,9.0,16.0,1.0
110,sg:02b9efac8a0f4dc992fbd5f9a908a59e,First Baptist Church,37.683690999999996,-122.054551,Hayward,CA,94541,06,06001,Alameda County,060014353003,22.0,23.0,24.0,19.0,10.0,20.0,15.0,23.5,2.0
111,sg:02c22618862e403aa930bc656b07cc46,St Matthews United Methodist Church,34.154882,-118.949234,Newbury Park,CA,91320,06,06111,Ventura County,061110059101,77.0,83.0,77.0,97.0,65.0,82.0,73.0,80.0,4.0
112,sg:02c2a7916f7f44008dd7465d521ea22c,Richfield Community Church,33.884427,-117.82443300000001,Yorba Linda,CA,92886,06,06059,Orange County,060590218022,67.0,64.0,76.0,43.0,11.0,22.0,26.0,70.0,4.0
113,sg:02c2af95f00644598ff9e0d662ba496d,Trinity Lutheran Church Missouri Synod,34.3445,-119.079022,Santa Paula,CA,93060,06,06111,Ventura County,061110007012,25.0,16.0,14.0,7.0,5.0,7.0,7.0,15.0,1.0
114,sg:02c40c1cf5424da295608c54dba9ca7c,Calvary Baptist Church,35.76838400000001,-119.223574,Delano,CA,93215,06,06029,Kern County,060290050043,26.0,29.0,36.0,30.0,22.0,27.0,18.0,32.5,3.0
115,sg:02c9aa66ea4c451d93e09485a17bdde5,North Coast United Methodist Church,33.17903,-117.35128999999999,Oceanside,CA,92054,06,06073,San Diego County,060730185044,13.0,10.0,5.0,3.0,0.0,4.0,6.0,7.5,0.0
116,sg:02c9f295300d47ea941afef9a874355d,St Philomena Catholic Church,33.829049,-118.27568400000001,Carson,CA,90745,06,06037,Los Angeles County,060375438022,551.0,467.0,475.0,272.0,12.0,29.0,23.0,471.0,5.0
117,sg:02d32326b8c949e7858a3c93365954aa,San Jose Sevants Church,37.260335999999995,-121.884178,San Jose,CA,95118,06,06085,Santa Clara County,060855029094,49.0,50.0,48.0,29.0,8.0,11.0,10.0,49.0,3.0
118,sg:02d38b1839c94228a52468d4a0a58dd3,Acton Foursquare Hispanic Church,34.468384,-118.20233400000001,Acton,CA,93510,06,06037,Los Angeles County,060379108051,19.0,15.0,14.0,13.0,10.0,10.0,12.0,14.5,1.0
