,safegraph_place_id,location_name,latitude,longitude,city,region,postal_code,stateFIPS,countyFIPS,countyName,poi_cbg
0,sg:1a6b373a0a8e4b3da11bf09a6db433d8,Mission of the Holy Spirit,37.868009,-122.263042,Berkeley,CA,94704,06,06001,Alameda County,060014228003
1,sg:89f86fc839bf4a22bd046b9dd4c71d68,The Gathering LA,34.164594,-118.371256,North Hollywood,CA,91601,06,06037,Los Angeles County,060371254012
2,sg:931142454267496c9ae2d09e83793202,First Presbyterian Church Eureka,40.7947,-124.16044699999999,Eureka,CA,95501,06,06023,Humboldt County,060230006004
3,sg:cc7210a318344e4aa1616196b1625417,Seventh Day Adventist Churches,32.967377,-117.063057,Poway,CA,92064,06,06073,San Diego County,060730170502
4,sg:e61e49c5c4e04bc6b6ca45bc60d7fa8b,The Church of Jesus Christ of Latter day Saints,34.107813,-117.666366,Upland,CA,91786,06,06071,San Bernardino County,060710008183
5,sg:ec2c5edbdad7440b99012d12ad5d631f,Shoreline Calvary Chapel,35.369465000000005,-120.84816799999999,Morro Bay,CA,93442,06,06079,San Luis Obispo County,060790106031
6,sg:294765ec90ab4934a09e8a8f501bfc41,The Pentecostals of Vacaville,38.3769,-121.944156,Vacaville,CA,95687,06,06095,Solano County,060952529112
7,sg:71acb842e56b4793a5518092bc90c195,Covenant Orthodox Presbyterian Church,37.871041999999996,-122.278772,Berkeley,CA,94703,06,06001,Alameda County,060014223003
8,sg:74e02ce5c94b41bdb29d6e3f382f1110,First United Methodist Church of Pacoima,34.276740000000004,-118.405652,Pacoima,CA,91331,06,06037,Los Angeles County,060371041052
9,sg:762f92332530450f8dd5340943a1eccc,Door Church,34.148903000000004,-119.195242,Port Hueneme,CA,93041,06,06111,Ventura County,061110044002
10,sg:bcc71541a85840f495a5a975c5917251,King's Way Church,38.256333000000005,-122.014346,Suisun City,CA,94585,06,06095,Solano County,060952527071
11,sg:bdcc3ac3354840289a1fdd9497a1faee,New Testament Church,33.993325,-118.32128700000001,Los Angeles,CA,90043,06,06037,Los Angeles County,060372346001
12,sg:d88760a029534ab18bc97fbee2210fec,New Hope Mission Methodist Church,34.078736,-118.262475,Los Angeles,CA,90026,06,06037,Los Angeles County,060371956002
13,sg:407f42fe13354160a4406856f1aaf4a0,St James A M E Zion Church,37.574209,-122.323419,San Mateo,CA,94401,06,06081,San Mateo County,060816062002
14,sg:43476a4a7a62469093c3e300a1d5b561,Inner Circle Church of Graduate Christians,34.01562,-118.33473799999999,Los Angeles,CA,90008,06,06037,Los Angeles County,060372342003
15,sg:4d5a6877e42a40e3af3052a3b92bcdcd,Carpinteria Foursquare Church,34.406411999999996,-119.510472,Carpinteria,CA,93013,06,06083,Santa Barbara County,060830016013
16,sg:8cb357fb3f504e319f9549c595916ddc,Greater New St John Missionary Baptist Church,37.752736999999996,-122.40369799999999,San Francisco,CA,94110,06,06075,San Francisco County,060750229032
17,sg:b34ccf6997f043a48d116ff242baf42a,The Church of Jesus Christ of Latter day Saints,38.409405,-121.370522,Elk Grove,CA,95624,06,06067,Sacramento County,060670093071
18,sg:e22d240087014119b464a9e821478698,The Church of Jesus Christ of Latter day Saints,38.699896,-121.26446399999999,Citrus Heights,CA,95610,06,06067,Sacramento County,060670081201
19,sg:e4e05a2b8b82455cbb1dfc7a4b445c13,New Hope In Christ Apostolic Church,33.895720000000004,-118.205891,Compton,CA,90221,06,06037,Los Angeles County,060375424011
20,sg:0757e69811c34f5c8ff18ecd98af0aee,Bloom in the Desert Ministries UCC,33.810357,-116.50809699999999,Palm Springs,CA,92264,06,06065,Riverside County,060650448041
21,sg:0b4026cdf10944fe93f6ccd38d74ee72,Corpus Christi Church,37.574736,-121.97563999999998,Fremont,CA,94536,06,06001,Alameda County,060014412001
22,sg:2d9a7b47aac4475f9e7fb9aedf35a8a6,The Church of Jesus Christ of Latter day Saints,37.681108,-122.134716,San Lorenzo,CA,94580,06,06001,Alameda County,060014358004
23,sg:489e2a671df24bc08b78bf5f6a33632f,Sacramento Region Baptist Network,38.658607,-121.27195900000001,Fair Oaks,CA,95628,06,06067,Sacramento County,060670080083
24,sg:6329b9b228f44c9e8ed5ee66ea6959c7,Redemptorist Fathers,33.97583,-118.041164,Whittier,CA,90602,06,06037,Los Angeles County,060375015043
25,sg:7a02141c434240fa9e79bc59cc5b9581,Sausalito Christian Fellowship,37.860733,-122.49148999999998,Sausalito,CA,94965,06,06041,Marin County,060411302024
26,sg:80e6e955bf7740c58afd15245d7bcdc5,Sierra Vista Baptist Church,34.123378,-117.620575,Alta Loma,CA,91701,06,06071,San Bernardino County,060710008192
27,sg:80ff3fc1f90341c49fcf448e2f8320eb,Blessed Kateri Catholic Church Youth Mnstry Cnfmtn,34.460013000000004,-118.531701,Santa Clarita,CA,91350,06,06037,Los Angeles County,060379200182
28,sg:b84fb17153224d3893f1b5001c162e73,Valley Park Baptist Church,34.235134,-118.491773,North Hills,CA,91343,06,06037,Los Angeles County,060371173031
29,sg:e1852466fb9a425eb69d4c67937882f0,Camino De Gracia Ministries,37.477713,-122.21053400000001,Redwood City,CA,94063,06,06081,San Mateo County,060816105002
30,sg:e1a54bf3b5f0410899189c5cf21c6e62,Clairemont Christian Church,32.821581,-117.214008,San Diego,CA,92117,06,06073,San Diego County,060730085034
31,sg:e5587f31846d486aab368cbe84c295f5,Simple Truth Church,39.042759999999994,-121.083673,Auburn,CA,95602,06,06057,Nevada County,060570001031
32,sg:0c3cf06c765d4fc48c63f1336349a9bd,Congregation Ohr Tzafon,35.518258,-120.68546200000002,Atascadero,CA,93422,06,06079,San Luis Obispo County,060790125051
33,sg:34f6c18d3da34cccad8460fe91d0ee92,First United Methodist Church,34.146982,-118.250997,Glendale,CA,91205,06,06037,Los Angeles County,060373020021
34,sg:3731a090160d4b8cbe167fe23cc1dcd5,Fusion Christian Church,33.49722,-117.116483,Temecula,CA,92592,06,06065,Riverside County,060650432222
35,sg:6dfdb3623c1344449b1728726a21a972,Salinas Confucius Church,36.679786,-121.65116299999998,Salinas,CA,93901,06,06053,Monterey County,060530018022
36,sg:862f85b47c764470870af1ed087e87ea,Saint Columba Church,36.809792,-119.809119,Fresno,CA,93704,06,06019,Fresno County,060190045061
37,sg:92e3b0767bf34143b5ec0c955557e3e5,Jain Center of Southern California,33.869584,-117.99283999999999,Buena Park,CA,90621,06,06059,Orange County,060591106033
38,sg:b4b1e4c5b4884cf989c03c74993ecfa9,Eden Presbyterian Church,33.870145,-117.91241799999999,Fullerton,CA,92831,06,06059,Orange County,060590114034
39,sg:bc0138799a7b4ab989acb99f2b44f27a,Seventh Day Adventist Calexico Church,32.666921,-115.49185700000001,Calexico,CA,92231,06,06025,Imperial County,060250121003
40,sg:dfd28fc64b7444b788c6a8a5a57e5953,First Baptist Church,32.693049,-117.173744,Coronado,CA,92118,06,06073,San Diego County,060730110002
41,sg:15a902f0c80c4e038c6efaef0edd50bd,Moms in Prayer International,32.956044,-117.02921299999998,Poway,CA,92064,06,06073,San Diego County,060730170492
42,sg:2169cb7b547148b9ae653d47853dbced,Congregation Beth Shalom,33.891768,-117.56946599999999,Corona,CA,92880,06,06065,Riverside County,060650415001
43,sg:2576b63f37ab48ccbaee128747e2261e,Grossmont Baptist Church,32.782121999999994,-116.99112,La Mesa,CA,91942,06,06073,San Diego County,060730151002
44,sg:448481aa4eea46ff8cf2fe8bc05e50c8,Iglesia Sinai,34.217812,-118.36973300000001,Sun Valley,CA,91352,06,06037,Los Angeles County,060371221221
45,sg:90428cc2457d4e9a9f81d6f388467954,St Philip Neri Catholic Church,34.881917,-117.1052,Barstow,CA,92311,06,06071,San Bernardino County,060710118001
46,sg:9537254a333746d4985b9abb80ceebff,First Orthodox Presbyterian Church,37.758098,-122.47757800000001,San Francisco,CA,94122,06,06075,San Francisco County,060750326022
47,sg:a5bf248c1245414e8fff9d2e76db766c,Holy Virgin Mary & St Pishoy Coptic Orthodox Church,34.114244,-118.210397,Los Angeles,CA,90042,06,06037,Los Angeles County,060371851001
48,sg:a902c6e3c7ec493098b4831458ba5998,Faith Worship Community Church,33.674681,-117.939022,Costa Mesa,CA,92626,06,06059,Orange County,060590638063
49,sg:af4cf5e80799424c94efb6c82a8761f3,The Church of Jesus Christ of Latter day Saints,34.17126,-118.546035,Tarzana,CA,91356,06,06037,Los Angeles County,060371394023
50,sg:cbaed6814d1c4becbde8c4b17ffa8ffe,Unity Church of El Cajon,32.792533,-116.960822,El Cajon,CA,92020,06,06073,San Diego County,060730158022
51,sg:decdaf666b4d477695f48cc7dd828913,Russian Christian Church,37.286263,-121.960095,Campbell,CA,95008,06,06085,Santa Clara County,060855065032
52,sg:ef7ef132c4df4ae89ee30e94262eea7a,The Church of Jesus Christ of Latter day Saints,36.105911,-119.565696,Corcoran,CA,93212,06,06031,Kings County,060310013002
53,sg:f02fcfacb0024611bbd0496b1e11b8e9,Portola Station Baptist Church,39.806995,-120.46676399999998,Portola,CA,96122,06,06063,Plumas County,060630003002
54,sg:03beb5ef1122445b9f5465f5310f4f38,Christ Evangelical Lutheran Church Els,38.526297,-122.78141699999999,Windsor,CA,95492,06,06097,Sonoma County,060971538091
55,sg:29f1db06c73b4ac5b501868f48de61e0,Korean Emmaus Presbyterian Church,33.80435,-118.00278200000001,Stanton,CA,90680,06,06059,Orange County,060590878013
56,sg:362d231427a84a2cbf3edf3ff5194b98,Eastern Presbyterian Church,36.677828999999996,-121.78027,Marina,CA,93933,06,06053,Monterey County,060530142022
57,sg:5c1abbf5b0414b899a1a4d2b4fec52e1,Islamic Library & Resource Center,37.341957,-121.89233200000001,San Jose,CA,95112,06,06085,Santa Clara County,060855010002
58,sg:6ddb59124f5d4cd79c71bba2590ec2cf,Loma Rica Baptist Church,39.292004,-121.44088899999998,Marysville,CA,95901,06,06115,Yuba County,061150410003
59,sg:81ed8fe9f60847f68b9bf85ea1de70c0,Holy Innocents Episcopal Church,37.749452000000005,-122.423321,San Francisco,CA,94110,06,06075,San Francisco County,060750210003
60,sg:823fcfeb428c4a0ea15993f3e4837f1e,The Church Of Jesus Christ Of Latter Day Saints,38.943003000000004,-121.066235,Auburn,CA,95603,06,06061,Placer County,060610218023
61,sg:a0906df97d164d928589fc4ead43207a,Orange County Christian Evangelical Church,33.689161,-117.840915,Irvine,CA,92614,06,06059,Orange County,060590755151
62,sg:d7972107458a40f693cc0297024061d4,Abbey of New Clairvaux,39.936816,-122.06125,Vina,CA,96092,06,06103,Tehama County,061030009003
63,sg:d9f1abc28f2c4f1abd5b98cc9400beff,Tracy Islamic Center,37.765218,-121.44486100000002,Tracy,CA,95304,06,06077,San Joaquin County,060770052061
64,sg:f369901f88114b67bcaa493bf91940bb,Westside Christian Fellowship,34.614834,-118.29616100000001,Leona Valley,CA,93551,06,06037,Los Angeles County,060379012131
65,sg:f3a8ded2dea64ba892b0c89468b20749,Grace Church,33.198474,-117.328368,Oceanside,CA,92056,06,06073,San Diego County,060730185152
66,sg:f73cf517fada4cfdbebed52d52313aa8,Antioch Church of God In Christ,32.703542999999996,-117.12721,San Diego,CA,92113,06,06073,San Diego County,060730039012
67,sg:fa2a2c9250844839ba5af314a2a52dee,Sweet Home Missionary Baptist Church,32.787954,-115.543806,El Centro,CA,92243,06,06025,Imperial County,060250114003
68,sg:0a77ddb1419d49aaaea2f8da56d58021,Loma Linda Spanish SDA Church,34.051536999999996,-117.243141,Loma Linda,CA,92354,06,06071,San Bernardino County,060710073062
69,sg:43daf88bbd124f4facf28baa2b1d0ccd,Red Hill Church,37.980626,-122.56661000000001,San Anselmo,CA,94960,06,06041,Marin County,060411160001
70,sg:5301651e5fc645138563874ac640edd7,Lasung Bethlehem Presbyterian Church,34.062397999999995,-118.28213500000001,Los Angeles,CA,90057,06,06037,Los Angeles County,060372087202
71,sg:60d6e15ddfe94209ab06857953364502,Iglesia Del Dios Vivo Columna Y Apoyo De La Verdad La Luz Del Mu,38.525494,-121.44828600000001,Sacramento,CA,95820,06,06067,Sacramento County,060670044013
72,sg:72b35f13cc134f50876c168ca60ee1dc,Holy Trinity Lutheran Church,37.507319,-122.267877,San Carlos,CA,94070,06,06081,San Mateo County,060816092021
73,sg:73dd071eddb7433e9f9fe2a7900788aa,First Baptist Church,38.953899,-122.64158400000001,Clearlake,CA,95422,06,06033,Lake County,060330008022
74,sg:7e119189fdbc48de8c4ada076b4ceefe,Mountain View Baptist Church,34.273309000000005,-118.33948500000001,Sylmar,CA,91342,06,06037,Los Angeles County,060371032002
75,sg:9b928fa88f914f7aa6f99de7d1139924,Foothill Christian,38.294242,-122.310156,Napa,CA,94558,06,06055,Napa County,060552008042
76,sg:a31c7a12aa104c16aad8019c52255abb,St Paul Assyrian Chaldean Catholic Church,34.193622,-118.41754399999999,North Hollywood,CA,91605,06,06037,Los Angeles County,060371234202
77,sg:a675cfd5d6184f36881cefa73fce74a1,Sonoma Avenue Church Of Christ,38.443978,-122.688649,Santa Rosa,CA,95405,06,06097,Sonoma County,060971518003
78,sg:ab5ac8fcda6a4fc1bfad6757a2d71543,First Baptist Church of Del Rey,36.663565999999996,-119.574798,Del Rey,CA,93616,06,06019,Fresno County,060190069002
79,sg:be259f5ee56d4562834a4ee46c0c6e4a,Chabad of Simi Valley,34.28572,-118.707356,Simi Valley,CA,93063,06,06111,Ventura County,061110084013
80,sg:c6c22abb888e4dc2835f8d0ad1510b06,St John's Lutheran Church Elca,37.994962,-121.786239,Antioch,CA,94509,06,06013,Contra Costa County,060133080012
81,sg:da8e7c78632a4789b37ec09fd08015c3,United Japanese Christian Church,36.832863,-119.714271,Clovis,CA,93612,06,06019,Fresno County,060190056061
82,sg:0273bbd25cea407ca5998b2e9822333f,Blazing Fire Church,37.713132,-121.92679299999999,Dublin,CA,94568,06,06001,Alameda County,060014503001
83,sg:0ce7f73f5b754f2bba09a855e5b97300,Child Evangelism Fellowship,35.475592,-120.664878,Atascadero,CA,93422,06,06079,San Luis Obispo County,060790126003
84,sg:210e8d22f5bd46a19204cc93fda0cccb,Hopland Baptist Church,38.970817,-123.115609,Hopland,CA,95449,06,06045,Mendocino County,060450118002
85,sg:25ebcc206e5143bdb5771050d336980f,Ever Ready Misssionary Baptist Church,37.927853999999996,-122.333832,Richmond,CA,94804,06,06013,Contra Costa County,060133810002
86,sg:33af3d3bf3644e458b67bf99411c6cac,Our Lady of Lourdes,34.0697,-117.68884399999999,Montclair,CA,91763,06,06071,San Bernardino County,060710002081
87,sg:3cf89445f9784697af481d79af96daa3,Hope Lutheran Church,33.71536,-116.373047,Palm Desert,CA,92260,06,06065,Riverside County,060650451172
88,sg:4caf4e48df404b74b7447bd5e3e42efa,Landmark Missionary Baptist Church,33.974149,-117.47436599999999,Riverside,CA,92509,06,06065,Riverside County,060650404041
89,sg:642abd6aebf745fcbe5ff9a1dfc82324,Church of Christ Buenaventura,34.335313,-119.09078899999999,Santa Paula,CA,93060,06,06111,Ventura County,061110008003
90,sg:76391273ae45427c8911cd16d7d4a238,Progressive Church of God In Christ,38.48189,-121.48430400000001,Sacramento,CA,95832,06,06067,Sacramento County,060670042023
91,sg:7c140fdcbe5b45e19f04899cf7761b33,The Church of Jesus Christ of Latter day Saints,33.263325,-116.380172,Borrego Springs,CA,92004,06,06073,San Diego County,060730210002
92,sg:7e90368b0ce24f6284bf4f754bbbfe15,St Anne of the Sunset Church,37.762454,-122.47090800000001,San Francisco,CA,94122,06,06075,San Francisco County,060750302012
93,sg:88f92093b2ed48aa9831913c514bbf7e,Church of Jesus Christ Templo Filadelphia,36.676595,-121.65341200000002,Salinas,CA,93901,06,06053,Monterey County,060530013001
94,sg:b782fededac242aca6d6cef70f8842bc,Love Unlimited Community Church,33.78907,-118.18016200000001,Long Beach,CA,90813,06,06037,Los Angeles County,060375752012
95,sg:cee0c67088f5483ab2b66b2630082c4d,First United Methodist Church of San Gabriel,34.1055,-118.09142800000001,San Gabriel,CA,91775,06,06037,Los Angeles County,060374802021
96,sg:cefc84c5d2ce4c5a8b8b11a0f6264ac7,Lighthouse Christian Center,38.821771999999996,-121.197966,Loomis,CA,95650,06,06061,Placer County,060610212032
97,sg:e44247f8f14e47f5a31797d2de286bf6,Iglesia Bautista Nuevo Comienzo,32.68261,-115.498139,Calexico,CA,92231,06,06025,Imperial County,060250121004
98,sg:ec6e4bc11777444babaa4d57bc427ac1,Iglesia Apostoles y Profetas Cristo La Roca,34.586793,-118.115269,Palmdale,CA,93550,,,,
99,sg:f680678cefbd46c48798066f304dc605,Orange Ave Baptist Church,33.825379,-117.947946,Anaheim,CA,92804,06,06059,Orange County,060590871031
100,sg:0ab9cb324dfe476bad0d5cf64b01bb04,American Hungarian Baptist Church,34.067028,-118.14878200000001,Alhambra,CA,91803,06,06037,Los Angeles County,060374819021
101,sg:112c868676294de1973a27ff7ac43573,Community Presbyterian Church,41.956207,-121.477791,Tulelake,CA,96134,06,06093,Siskiyou County,060930001001
102,sg:2ad82373a122436aa2f8f33a6e9547cd,Antelope Valley Unitarian Universalist Fellowship,34.651831,-118.14931399999999,Lancaster,CA,93534,06,06037,Los Angeles County,060379007051
103,sg:342b496e37174646977a33c8e068cc7a,Campo Southern Baptist Church,32.606548,-116.471272,Campo,CA,91906,06,06073,San Diego County,060730211003
104,sg:35b85644a10f49ab80b38440eadf7ce8,Iglesia La Luz Del Mundo Valinda,34.044795,-117.93191100000001,La Puente,CA,91744,06,06037,Los Angeles County,060374079001
105,sg:3bae4200f2114dceae3866a4fb666493,Summit Bible Church,34.120927,-117.50358899999999,Fontana,CA,92336,06,06071,San Bernardino County,060710020382
106,sg:48bc4392112e4c4f96567b89db48ab82,OUR CITY Church,33.858144,-117.54548799999999,Corona,CA,92881,06,06065,Riverside County,060650418093
107,sg:58c2f23012e14aaca71752e7356a37d0,St Mary Armenian Church,33.650940999999996,-117.90668899999999,Costa Mesa,CA,92627,06,06059,Orange County,060590632012
108,sg:621ec98e239e49cdba43446e2bbaa934,Citizens of Zion Missionary Baptist Church,33.904208000000004,-118.19258300000001,Compton,CA,90221,06,06037,Los Angeles County,060375421043
109,sg:944215b07f944d1594093f26c1562da6,New Corinthians Baptist Church of Pasadena,34.153963,-118.147462,Pasadena,CA,91103,06,06037,Los Angeles County,060374619013
110,sg:d77ba353c54447598355ec4b3d782e2e,St Elizabeth's Episcopal Church,37.643207000000004,-122.43326499999999,South San Francisco,CA,94080,06,06081,San Mateo County,060816024004
111,sg:dcde45f2e6b24437a9c738e94f6b989e,Saint James African Methodist Episcopal Church,37.632063,-121.01165900000001,Modesto,CA,95351,06,06099,Stanislaus County,060990017001
112,sg:f739f00daf714228ad92ef2aeb02fa74,The Church of Jesus Christ of Latter day Saints,36.761926,-119.70841499999999,Fresno,CA,93727,06,06019,Fresno County,060190030011
113,sg:17aa0dc1ad394c99acabdb36e466fa4d,Calvary Tabernacle Pentecostal Church of God,36.631724,-119.673372,Fowler,CA,93625,06,06019,Fresno County,060190016003
114,sg:2459980a99fa483ab88d0795675217b4,Ebenezer Baptist Church,33.99856,-118.26561699999999,Los Angeles,CA,90011,06,06037,Los Angeles County,060372293001
115,sg:28279cae1bf5466f8e01e1009bdaee9e,First Assembly of God of Paramount,33.886827000000004,-118.15796,Paramount,CA,90723,06,06037,Los Angeles County,060375539021
116,sg:332511f80ba149bd95420f0fe4fb7216,Advent Christian Church,34.099755,-117.764229,La Verne,CA,91750,06,06037,Los Angeles County,060374015001
117,sg:a0ba1813780e4dacbd13763a753c8c79,St Seraphim Of Sarov Orthodox Church,38.378426,-122.71096100000001,Santa Rosa,CA,95407,06,06097,Sonoma County,060971513072
118,sg:abeaed3fbb504e839af920372871823e,Beautiful Redeemer Ministries,37.934992,-122.340965,Richmond,CA,94804,06,06013,Contra Costa County,060133740002
119,sg:b4a4c36626374f63a22480072f262756,First Congregational Church,33.872928,-117.565238,Corona,CA,92879,06,06065,Riverside County,060650416004
120,sg:e442549ffbec4dfd9233ffb9a3764574,St John Coptic Orthodox Church,34.103387,-117.83811299999999,Covina,CA,91724,06,06037,Los Angeles County,060374038023
121,sg:06ebed8f66ad4bff8c5837e21bdb6c8f,Eighty Eighth Street Temple Church of God In Christ,33.957443,-118.29229099999999,Los Angeles,CA,90044,06,06037,Los Angeles County,060376001001
122,sg:1304684efdc441ddb5c755029944fee5,Thien Vien Sung Nghiem,33.794821999999996,-117.97585600000001,Garden Grove,CA,92841,06,06059,Orange County,060590880012
123,sg:2482fa250f05474dae42051363f24004,Olympic Church,34.031957,-118.319928,Los Angeles,CA,90018,06,06037,Los Angeles County,060372189002
124,sg:30243a51bcac41c1a254be02b72f24b8,Bethel Lutheran Church,34.057078000000004,-118.3553,Los Angeles,CA,90036,06,06037,Los Angeles County,060372163001
125,sg:361e1900fda5406aacccf1d6b80cb4e0,Calvary Baptist Church,39.36323,-121.705176,Gridley,CA,95948,06,06007,Butte County,060070035013
126,sg:54e5b5660dd140acbd7eef3bbf860129,Buddhist Temple of Alameda,37.767998,-122.24085600000001,Alameda,CA,94501,06,06001,Alameda County,060014272001
127,sg:6b010ccb6a76468c8adcb1ab83680fea,Mater Dei Catholic Church,32.618641,-116.97809099999999,Chula Vista,CA,91913,06,06073,San Diego County,060730133131
128,sg:7cd30e1c2b954c84ba73b5742134194b,Voz De Vida Iglesia Cristiana,33.846227,-117.886878,Anaheim,CA,92806,06,06059,Orange County,060590864023
129,sg:9408b11c3ade4d22bb2d0c0e6da7a4ec,Lutheran Church All Saints,32.85318,-117.20532299999999,San Diego,CA,92122,06,06073,San Diego County,060730083073
130,sg:a8036ba8b7e747b89691219182aae685,Hope Chapel of The Valley Foursquare Church,34.214763,-118.579479,Winnetka,CA,91306,06,06037,Los Angeles County,060371341041
131,sg:aa7e2c93a14c41ab8b07ab032c409bb1,Temple Etz Rimon,33.161924,-117.326326,Carlsbad,CA,92008,,,,
132,sg:c280eb50871240b7af4ff99065f8969a,First Missionary Baptist Church,36.069215,-119.012961,Porterville,CA,93257,06,06107,Tulare County,061070038023
133,sg:d4be9639bc68447abad767b5de24470f,Redding Church of Religious Science,40.562446,-122.33534399999999,Redding,CA,96002,06,06089,Shasta County,060890112092
134,sg:fbe3490b5a3447dabe3e1bab09348473,First Baptist Church,36.214453000000006,-119.33811499999999,Tulare,CA,93274,06,06107,Tulare County,061070023041
135,sg:14e1796e6ea04219a1b689f8a7ae6f8c,Trinity United Methodist Church of Lakewood,33.859096,-118.120995,Lakewood,CA,90713,06,06037,Los Angeles County,060375709021
136,sg:2fe276e39daa4f509ad4b64d03a4ff16,Landmark Missionary Baptist Church,37.321505,-119.63193600000001,Oakhurst,CA,93644,06,06039,Madera County,060390001042
137,sg:402eadf4f6e74309b2f925135490dc4b,Increasing By Faith Ministries,34.703692,-118.12834199999999,Lancaster,CA,93535,06,06037,Los Angeles County,060379006062
138,sg:4a7e14da8aef45f1b031399753304374,Christian Fellowship Church of God In Christ,38.616777,-121.447579,Sacramento,CA,95815,06,06067,Sacramento County,060670066005
139,sg:51ec15787a574b6c84904f3b61d85352,Temple Good Fortune & Wisdom,37.781034000000005,-122.43791999999999,San Francisco,CA,94115,06,06075,San Francisco County,060750158012
140,sg:57e1985f5528453da596a8eb35a55be9,Valley Christian Center,36.986357,-120.63718700000001,Dos Palos,CA,93620,06,06047,Merced County,060470024023
141,sg:612f417761b24387b5863ba14a671899,Christian Church,39.360434999999995,-121.70011399999999,Gridley,CA,95948,06,06007,Butte County,060070035022
142,sg:6c8cd5d652c2439fae8c02211ef6763c,Paradise Baptist Church,37.716716,-122.449596,San Francisco,CA,94112,06,06075,San Francisco County,060750314002
143,sg:71540bc5db004cd0acf5f5ae7c2e4183,Moments Of Blessing House Of Prayer,36.849865,-119.798367,Fresno,CA,93711,06,06019,Fresno County,060190044041
144,sg:a5f8bf753652494eadd0d933d5d520cb,Faith Baptist Church,35.309020000000004,-119.057367,Bakersfield,CA,93313,06,06029,Kern County,060290031244
145,sg:b3ba10ee831b428c840e53333db5c36b,Fountain of Living Waters Phelan Foursquare Church,34.417566,-117.57310700000001,Phelan,CA,92371,06,06071,San Bernardino County,060710091092
146,sg:b5389662a87b4313ba429c276f3f38b0,Galilee Christian Church,33.790392,-118.24788400000001,Wilmington,CA,90744,06,06037,Los Angeles County,060372946202
147,sg:d30774f7283248068a8a9ba74ecaa8ee,First Samoan Methodist Church,37.640699,-122.434527,South San Francisco,CA,94080,06,06081,San Mateo County,060816024001
148,sg:f050ac8eaa024548a83b5ba593ffdf84,Church of the Nazarene Willows,39.521982,-122.204315,Willows,CA,95988,06,06021,Glenn County,060210104005
149,sg:f9e8a0becec242b1b8ce6067e93904b4,Kingdom Hall of Jehovah's Witnesses,33.684927,-117.99278999999999,Huntington Beach,CA,92648,06,06059,Orange County,060590993052
150,sg:106833bc50a8467aadfb856b7b4e1a0d,Rock Church,33.132382,-117.20053700000001,San Marcos,CA,92078,06,06073,San Diego County,060730200291
151,sg:1c4adc4036f641828b3413d1bff811a1,Valley Baptist Church,36.672308,-121.658188,Salinas,CA,93901,06,06053,Monterey County,060530013001
152,sg:2a7f3e4616fc4cf7a4040543f4c7aca5,Freewater School of Supernatural Discipleship,33.03707,-117.259281,Encinitas,CA,92024,06,06073,San Diego County,060730174043
153,sg:598277c441784fc69a2040bbc00bfec8,The Father's House,37.42484,-122.115096,Palo Alto,CA,94306,06,06085,Santa Clara County,060855108012
154,sg:61b112176db04276bccdec04e1504427,First Baptist Church of Rio Linda,38.695026,-121.44254099999999,Rio Linda,CA,95673,06,06067,Sacramento County,060670072092
155,sg:6575c435f6874369bfc2609be7e3bee6,First Lutheran Church,39.525779,-122.197667,Willows,CA,95988,06,06021,Glenn County,060210104002
156,sg:6b0ff51edc5640df8b5668622efa512d,New Seasons Church,32.730774,-117.00746299999999,Spring Valley,CA,91977,06,06073,San Diego County,060730138021
157,sg:6bce1c13aacf4c36a896bc7b6f9cab84,First Evangelical Church of San Gabriel Valley Chinese,34.074504,-118.081753,Rosemead,CA,91770,06,06037,Los Angeles County,060374813001
158,sg:840368f08d9a4a34bcefa48091c53267,Warrior Center,33.900679,-118.12691399999999,Bellflower,CA,90706,,,,
159,sg:a696f000fe4d47de9e5d264188303625,Our Divine Savior Catholic Church,39.766196,-121.85771100000001,Chico,CA,95973,06,06007,Butte County,060070002014
160,sg:bc3964304da54ee5b3803b6c51fb3681,Grace Fellowship of Tehachapi,35.13114,-118.443377,Tehachapi,CA,93561,06,06029,Kern County,060290061004
161,sg:cf37b025cba04a94912f3e484fc75213,Macedonia Baptist Church,38.087745,-122.245521,Vallejo,CA,94590,06,06095,Solano County,060952507011
162,sg:dcd625e820bf4fcdaa4ed4ff8b5acf69,Church of Christ,33.930014,-117.421376,Riverside,CA,92504,06,06065,Riverside County,060650314015
163,sg:1ac00d15e24b4905855345a27aeed888,Broadway Community Church,33.960211,-118.32266000000001,Inglewood,CA,90305,06,06037,Los Angeles County,060376008013
164,sg:3db59f8a2cd14b38a4acc6b1b86e48ba,City of David Community Church,33.976264,-118.28521699999999,Los Angeles,CA,90044,06,06037,Los Angeles County,060372376002
165,sg:82d2497d376843d79008311a7034b7a5,Chabad of East County,32.812878999999995,-117.04720400000001,San Diego,CA,92119,06,06073,San Diego County,060730098054
166,sg:8331d8da378d40d489e7f0da960402a8,Celebration Centre,34.243802,-117.280179,Crestline,CA,92325,06,06071,San Bernardino County,060710108041
167,sg:8c3a215ad1404c009ba7c1aa665acf21,Reseda Church of Christ,34.213543,-118.535797,Reseda,CA,91335,06,06037,Los Angeles County,060371314002
168,sg:bf62702e083c43368cf8807d673a55fd,Christian Science Society,33.486769,-117.143898,Temecula,CA,92590,06,06065,Riverside County,060650512001
169,sg:cd6b145b134341c498d212ac00e08890,Christian Ministries Training Association,34.105073,-118.06956399999999,Temple City,CA,91780,06,06037,Los Angeles County,060374812011
