,safegraph_place_id,location_name,latitude,longitude,city,region,postal_code,stateFIPS,countyFIPS,countyName,poi_cbg,2020-01,2020-02,2020-03,2020-04,base
1,sg:000af9a3aeb94c8d9e2f8fa933b88ae3,Messiah Lutheran Church,37.809699,-121.952176,Danville,CA,94526,06,06013,Contra Costa County,060133462041,17.0,20.0,22.0,12.0,18.5
4,sg:0037a4917b2d44b694428ca6b71ce405,Foothills Community Church,38.419528,-122.704056,Santa Rosa,CA,95404,06,06097,Sonoma County,060971514011,45.0,39.0,41.0,23.0,42.0
5,sg:003bec057f294ab48127e9f723fb993f,Lutheran Church of Prayer,35.402842,-118.914625,Bakersfield,CA,93306,06,06029,Kern County,060290009104,9.0,9.0,12.0,1.0,9.0
6,sg:0044e318bb7747e69f23b64fb846666b,Trabuco Presbyterian Church,33.646336,-117.57719,Trabuco Canyon,CA,92679,06,06059,Orange County,060590320423,39.0,45.0,27.0,22.0,42.0
7,sg:004d8dc6f17b4cd9bcd41c866a310cbf,Community of Christ,37.576295,-122.040698,Fremont,CA,94555,06,06001,Alameda County,060014414022,21.0,16.0,14.0,2.0,18.5
8,sg:00517ebfcde44215a04cf58fd8406c89,Cathedral Chapel Church,34.058003,-118.346018,Los Angeles,CA,90036,06,06037,Los Angeles County,060372162003,15.0,13.0,4.0,3.0,14.0
9,sg:0055eaf6d0604f8e859233ca8e44d6c4,Iglesia Del Senor,33.979073,-118.191476,Bell,CA,90201,06,06037,Los Angeles County,060375336012,18.0,15.0,12.0,9.0,16.5
10,sg:006bd646ccdc435f9050778ad73139b9,St Mark AME Zion Church,37.471487,-122.13531299999998,East Palo Alto,CA,94303,06,06081,San Mateo County,060816119001,11.0,7.0,4.0,4.0,9.0
11,sg:0070b7df79a942ccae4cdd0e56e2b890,St Paul's United Methodist Church,34.181561,-119.180716,Oxnard,CA,93033,06,06111,Ventura County,061110038021,11.0,15.0,11.0,2.0,13.0
12,sg:0073c9a85f2e4471a2d0fdfed6a7f7e3,St Peter's Episcopal Church,33.737178,-118.31364,San Pedro,CA,90732,06,06037,Los Angeles County,060372964011,20.0,19.0,9.0,2.0,19.5
13,sg:0076dd63ab994c76aa8768216d850bac,Hsi Fang Temple,32.759753,-117.146601,San Diego,CA,92116,06,06073,San Diego County,060730005002,36.0,27.0,11.0,2.0,31.5
14,sg:007b14c986224df78a96ee811e966adb,First Presbyterian Church Of Petaluma,38.224921,-122.643049,Petaluma,CA,94952,06,06097,Sonoma County,060971508004,22.0,23.0,15.0,7.0,22.5
15,sg:007ca5c9f9874e0ba8e3664126025ac8,Central Christian Church,37.277476,-121.910959,San Jose,CA,95124,06,06085,Santa Clara County,060855029022,113.0,107.0,69.0,30.0,110.0
16,sg:00823db6c5844c9aa02465637f89a8fd,Lord's Light Community Church,33.832075,-118.040701,Cypress,CA,90630,06,06059,Orange County,060591101043,23.0,19.0,15.0,0.0,21.0
17,sg:0090c65c43754b0aba4c3ac4959f4f77,Coast Christian Fellowship,33.806631,-118.35673,Torrance,CA,90505,06,06037,Los Angeles County,060376513021,16.0,19.0,8.0,2.0,17.5
18,sg:0094ab131e3d45108bee2b17c7d15497,Pine Mtn Christian Community Church Activity Ctr,34.849488,-119.165889,Frazier Park,CA,93222,06,06029,Kern County,060290033062,9.0,6.0,8.0,4.0,7.5
19,sg:009932702cb54830a58f5b650784e301,City of Grace,38.547366,-121.437059,Sacramento,CA,95817,06,06067,Sacramento County,060670017004,14.0,14.0,3.0,7.0,14.0
20,sg:009f99d28d784118942bf0473c5edb78,Macedonia Baptist Church,38.645941,-121.449188,Sacramento,CA,95838,06,06067,Sacramento County,060670067014,34.0,44.0,27.0,2.0,39.0
21,sg:00a15c25a7ba4896a438d77884f4f63f,Shekinah Church,33.897131,-118.082113,Norwalk,CA,90650,06,06037,Los Angeles County,060375527005,73.0,35.0,36.0,18.0,54.0
22,sg:00a1b2c696f348ce8de359ee599934ca,St Paul Lutheran Church,33.9126,-117.931987,Fullerton,CA,92835,06,06059,Orange County,060590017053,29.0,48.0,23.0,3.0,38.5
23,sg:00a204953ea040fc9540657f89793dd0,Grace Community Christian Church,37.57894,-120.925842,Ceres,CA,95307,06,06099,Stanislaus County,060990030012,6.0,5.0,1.0,4.0,5.5
24,sg:00b32e5bf3674310bc889acd9672a8d7,North Valley Baptist Church,40.166132,-122.252479,Red Bluff,CA,96080,06,06103,Tehama County,061030007001,44.0,58.0,31.0,26.0,51.0
25,sg:00b4add352e848cf8d0fd5f757d676f5,South Bay LA Chinese Alliance Church,33.724011,-118.301531,San Pedro,CA,90731,06,06037,Los Angeles County,060372972022,51.0,51.0,33.0,25.0,51.0
26,sg:00bf703848c1419a98e6ef8dc89b33ca,First Baptist Church,34.455151,-119.234306,Ojai,CA,93023,06,06111,Ventura County,061110009034,8.0,8.0,6.0,2.0,8.0
28,sg:00c3ede8c36845948310f5439f20a246,River of Life Church,38.516869,-122.995541,Guerneville,CA,95446,06,06097,Sonoma County,060971537044,10.0,7.0,5.0,1.0,8.5
29,sg:00c46b9506d049b291fd0364c28a4fd2,The Church Of Jesus Christ Of Latter Day Saints,39.053096,-122.919634,Lakeport,CA,95453,06,06033,Lake County,060330004001,42.0,36.0,32.0,19.0,39.0
30,sg:00ca9d97fefb4545bd7818c4d0f1e470,Emmanuel Presbyterian Church,37.422768,-121.958186,San Jose,CA,95134,06,06085,Santa Clara County,060855046021,163.0,146.0,66.0,3.0,154.5
31,sg:00ce29fa2c684284be1afd442d97800d,CrossWalk Church,34.064605,-117.239707,Redlands,CA,92374,06,06071,San Bernardino County,060710078001,71.0,53.0,36.0,1.0,62.0
32,sg:00cedfea472441e5ab2ef6d925f75d00,Carmichael Christian Church,38.617783,-121.350934,Carmichael,CA,95608,06,06067,Sacramento County,060670059044,25.0,18.0,21.0,9.0,21.5
33,sg:00d73bc65bb744b3b59e26acc8a7a8af,Christ Church Sierra Madre,34.161443,-118.056316,Sierra Madre,CA,91024,06,06037,Los Angeles County,060374305022,7.0,13.0,4.0,4.0,10.0
34,sg:00d753158e9449078adf72f8db023bd5,St Anthony's Catholic Church,40.14044000000001,-120.947348,Greenville,CA,95947,06,06063,Plumas County,060630004003,14.0,10.0,12.0,10.0,12.0
35,sg:00e209f3d03f48679bed3d5587f6c332,Community Church,37.327948,-121.854734,San Jose,CA,95122,06,06085,Santa Clara County,060855031171,26.0,17.0,27.0,8.0,21.5
36,sg:00ed83fabae14a3fa465a69e5144f6df,Grace Reformation Church,38.651249,-121.730969,Woodland,CA,95776,06,06113,Yolo County,061130112063,35.0,34.0,19.0,21.0,34.5
37,sg:00ee844898dd480abaeb4507478aa911,International Action Ministries,32.78954,-117.200663,San Diego,CA,92110,06,06073,San Diego County,060730091034,10.0,10.0,3.0,7.0,10.0
38,sg:00eeb479012748b4900b9391beb6563b,Universalist Unitarian Church,33.982423,-117.371358,Riverside,CA,92501,06,06065,Riverside County,060650303001,27.0,9.0,5.0,3.0,18.0
39,sg:00f850a0dad346189707500cc06d515a,First Baptist Church of Fortuna,40.599157,-124.145867,Fortuna,CA,95540,06,06023,Humboldt County,060230109011,13.0,19.0,9.0,10.0,16.0
40,sg:0100316ffea84d9a975fb1a07aee3cac,Bibleway Association Church,39.522033,-122.197889,Willows,CA,95988,06,06021,Glenn County,060210104005,8.0,7.0,4.0,3.0,7.5
41,sg:0102fa5c13d948ba894c61ea4cb09792,Church of Christ,32.584693,-117.112174,Imperial Beach,CA,91932,06,06073,San Diego County,060730105023,9.0,6.0,3.0,1.0,7.5
42,sg:010c827e25894cf380dce874b58c0e10,Temple of Peace Missionary Baptist Church,37.772472,-122.192175,Oakland,CA,94605,06,06001,Alameda County,060014077001,18.0,9.0,4.0,2.0,13.5
44,sg:011ccd4ee9074aa18bdaae9dec4e055a,Blue Ocean,34.012294,-118.471034,Santa Monica,CA,90405,06,06037,Los Angeles County,060377022012,25.0,16.0,14.0,3.0,20.5
46,sg:011e0b3c575e4f918db308b59bce8fdf,Apostolic Church,37.599311,-122.017801,Union City,CA,94587,06,06001,Alameda County,060014402001,8.0,4.0,2.0,0.0,6.0
47,sg:0135c8cf2d9a46bf89cbd67cb705177d,Grace Lutheran Church,34.003367,-118.289809,Los Angeles,CA,90037,06,06037,Los Angeles County,060372321101,39.0,35.0,12.0,14.0,37.0
48,sg:014867a98281449da434ee19557dfa79,Korean Seventh Day Adventist Church,33.897104,-118.0821,Norwalk,CA,90650,06,06037,Los Angeles County,060375527005,117.0,78.0,73.0,28.0,97.5
49,sg:014aaea1195b402e8c033d3eb440839a,Lemoore Presbyterian Church,36.29991,-119.784131,Lemoore,CA,93245,06,06031,Kings County,060310004045,13.0,14.0,14.0,2.0,13.5
50,sg:014fd213172a4b82a1eab46d3269debd,Grace Covenant Community Church,33.915132,-117.890373,Brea,CA,92821,06,06059,Orange County,060590015044,32.0,28.0,16.0,3.0,30.0
51,sg:01512b8e8f1d465facca0244bc072396,Acts 9 Grace Bible Church,32.81250900000001,-117.204676,San Diego,CA,92117,06,06073,San Diego County,060730085033,14.0,12.0,7.0,4.0,13.0
52,sg:015536c754b042598980b69390ed2f78,Bible Methodist Church,37.967302,-121.337942,Stockton,CA,95204,06,06077,San Joaquin County,060770010001,46.0,61.0,25.0,20.0,53.5
53,sg:0160f3c8fdda4ccab560de141d07f725,The Church of Jesus Christ of Latter day Saints,34.405972,-119.516064,Carpinteria,CA,93013,06,06083,Santa Barbara County,060830016012,34.0,35.0,22.0,14.0,34.5
54,sg:01666faaff5245bcb2dd2d828128ae8c,Panorama Full Gospel Four Square Church,34.253394,-118.479227,North Hills,CA,91343,06,06037,Los Angeles County,060371098004,31.0,26.0,25.0,6.0,28.5
55,sg:016ef7763190453191a13ec728e148d2,Ner Tamid Conservative Synaogue,32.99381,-117.061134,Poway,CA,92064,06,06073,San Diego County,060730170501,26.0,20.0,17.0,1.0,23.0
56,sg:01732cf58ab0423f8abbe550437f4caa,Sacred Heart Parish,36.678293,-121.658814,Salinas,CA,93901,06,06053,Monterey County,060530013001,60.0,91.0,40.0,4.0,75.5
58,sg:017bee4b3cbc40e0ba1e6fa5d95b526c,Nichiren Buddhist Church,34.038667,-118.206576,Los Angeles,CA,90033,06,06037,Los Angeles County,060372043001,9.0,2.0,0.0,1.0,5.5
59,sg:017fcdb31c0040d799e6c9cca250d056,St Andrew Armenian Church,37.302864,-122.040894,Cupertino,CA,95014,06,06085,Santa Clara County,060855078082,8.0,6.0,7.0,3.0,7.0
60,sg:018e0254f03f41b28f8de11e2cd51cd0,Stockton Alliance Church,38.025394,-121.322156,Stockton,CA,95210,06,06077,San Joaquin County,060770033101,34.0,24.0,25.0,4.0,29.0
61,sg:018edcba92104d18b92f74481337d537,Wat Thai Srisoda Sun Valley,34.251434,-118.412301,Pacoima,CA,91331,06,06037,Los Angeles County,060371048102,67.0,56.0,51.0,40.0,61.5
62,sg:018f0f2504a445e482a3dcc0da98a2c7,Westminster Presbyterian Church,34.025296000000004,-118.31981,Los Angeles,CA,90018,06,06037,Los Angeles County,060372190202,20.0,14.0,17.0,12.0,17.0
63,sg:01955095f3674034bc9024d98467b72e,Redeemer Christian Church,38.727629,-121.303801,Roseville,CA,95678,06,06061,Placer County,060610208051,4.0,7.0,5.0,2.0,5.5
64,sg:019ec342ee8243cdbfd8ae9889c8d32a,Nechung Dharmapala Center,34.080597999999995,-118.366221,West Hollywood,CA,90048,06,06037,Los Angeles County,060371944011,49.0,52.0,22.0,16.0,50.5
65,sg:01a26fdb9afd41469db735188e5576e3,New Apostolic Church,34.139166,-117.314136,San Bernardino,CA,92405,06,06071,San Bernardino County,060710046041,16.0,6.0,9.0,2.0,11.0
66,sg:01b6adf77bf44a62920bd9550f008f3c,Faith Community Church,33.11592,-117.247958,Carlsbad,CA,92009,06,06073,San Diego County,060730200133,42.0,55.0,42.0,13.0,48.5
67,sg:01b78ef419b544f094893e37f6299e76,Cedar Grove Community Church,37.673733,-121.767416,Livermore,CA,94550,06,06001,Alameda County,060014516012,56.0,70.0,57.0,24.0,63.0
68,sg:01baffe96ff946df8f1c8eeb69f3fe5a,Hughson Missionary Baptist Church,37.598626,-120.86748,Hughson,CA,95326,06,06099,Stanislaus County,060990029023,40.0,30.0,33.0,27.0,35.0
69,sg:01bd97e5e4d34ca5a3fa3521e515495a,Holy Cross Lutheran Church,33.811085,-118.057272,Cypress,CA,90630,06,06059,Orange County,060591101063,38.0,24.0,15.0,11.0,31.0
71,sg:01c3571bb27e470fa50afae44aa19a6c,St Mary of the Valley Church,34.116194,-116.435585,Yucca Valley,CA,92284,06,06071,San Bernardino County,060710104133,47.0,58.0,35.0,6.0,52.5
72,sg:01c69636790d4797a68818ee2fa13167,Holy Defender Church of God In Christ,33.940552000000004,-118.300058,Los Angeles,CA,90044,06,06037,Los Angeles County,060376002022,35.0,25.0,16.0,21.0,30.0
73,sg:01c909688a60433891d21e2306d04a94,Light & Life Christian Fellowship North,33.86365,-118.151701,Long Beach,CA,90805,06,06037,Los Angeles County,060375701002,10.0,7.0,3.0,2.0,8.5
74,sg:01db786b39e646ab968ad98981016cb9,Peace Lutheran Church Lcms,33.758848,-116.370953,Palm Desert,CA,92260,06,06065,Riverside County,060650449194,8.0,7.0,1.0,2.0,7.5
75,sg:01e2db5efdd146ea8f09ae6b4112a0d0,Fullerton Seventh Day Adventist Church,33.86692,-117.969621,Fullerton,CA,92833,06,06059,Orange County,060590018021,47.0,40.0,27.0,15.0,43.5
76,sg:01e5a2172336482994e4a961b85e5d6a,Kingdom Builders Christian Fellowship,37.769379,-122.172023,Oakland,CA,94605,06,06001,Alameda County,060014082002,88.0,65.0,39.0,35.0,76.5
77,sg:01e8aa503216430581371e98ebc32b48,Benedict Castle,33.95032,-117.347577,Riverside,CA,92507,06,06065,Riverside County,060650306032,13.0,9.0,5.0,2.0,11.0
78,sg:01f96eeea31e41658dd67eec2302ce3e,Garden City Church,37.316068,-121.922459,San Jose,CA,95128,06,06085,Santa Clara County,060855021021,41.0,33.0,18.0,7.0,37.0
81,sg:020793e99c7c4c90b4d330b75b06d3e9,Faith Baptist Church,41.482408,-120.553997,Alturas,CA,96101,06,06049,Modoc County,060490001003,21.0,19.0,12.0,7.0,20.0
82,sg:020a3631269e4ecd90a193326c5a5c0e,Praise Chapel Azusa,34.129428999999995,-117.898098,Azusa,CA,91702,06,06037,Los Angeles County,060374042011,47.0,27.0,27.0,20.0,37.0
83,sg:020c46e6e61c40bca8a0ac71b8c129a1,All Saints Evangelical Lutheran Church,34.21774,-118.353143,Sun Valley,CA,91352,06,06037,Los Angeles County,060371021042,12.0,15.0,6.0,8.0,13.5
84,sg:020d84b63c3542979bda5d5038bda388,First Baptist Church,37.535462,-122.034205,Newark,CA,94560,06,06001,Alameda County,060014444002,62.0,50.0,39.0,31.0,56.0
85,sg:021113947fcb4936b9adcd78952a568e,Hahnsarang United Methodist Church,34.214226000000004,-118.238034,Glendale,CA,91201,06,06037,Los Angeles County,060373006003,13.0,17.0,8.0,4.0,15.0
86,sg:021a21751575445d91f7d48817ed3e2b,Gospel Prayer Center For Missions Church of God In Christ,33.974284000000004,-118.284724,Los Angeles,CA,90044,06,06037,Los Angeles County,060372377102,13.0,11.0,9.0,6.0,12.0
88,sg:0222cfbcdefc4f2e971e3e3c8f31f07a,San Francisco Chinese Bible Church,37.746307,-122.475575,San Francisco,CA,94116,06,06075,San Francisco County,060750304004,94.0,87.0,52.0,23.0,90.5
89,sg:0235fc7a28b74d79bf04630253fe40f8,Sweetwater Community Church,32.67779,-117.019142,Bonita,CA,91902,06,06073,San Diego County,060730032073,59.0,58.0,28.0,1.0,58.5
90,sg:02387241b5dc40099e0911da87d1c4c0,The Rock Church,32.70528,-117.053803,San Diego,CA,92114,06,06073,San Diego County,060730031032,23.0,20.0,16.0,12.0,21.5
91,sg:023c2a4f35ed43829476d5781fa72da4,Saint Marys Catholic Church,33.869934,-117.931522,Fullerton,CA,92832,06,06059,Orange County,060590112001,105.0,123.0,78.0,4.0,114.0
92,sg:023cd0f03e304758879005a1be1d0f5e,Clearwater Christian Center,33.886804,-118.157941,Paramount,CA,90723,06,06037,Los Angeles County,060375539021,34.0,31.0,29.0,14.0,32.5
93,sg:023e99fbc6464b6aa98c4aed9956d279,Beach Bible Church,33.674671999999994,-117.990541,Huntington Beach,CA,92648,06,06059,Orange County,060590993053,17.0,14.0,12.0,4.0,15.5
94,sg:0246910759914bdcbf40f95809a1fc22,El Sereno Congregation of Jehovah's Witnesses,34.087608,-118.173101,Los Angeles,CA,90032,06,06037,Los Angeles County,060372015031,11.0,7.0,7.0,2.0,9.0
95,sg:024b4a6ed6c04b80952eff6029ab5e7a,Calvary Chapel of Temecula,33.515370000000004,-117.16518899999998,Temecula,CA,92590,06,06065,Riverside County,060650512002,37.0,52.0,30.0,1.0,44.5
97,sg:02540e1b152a426b99a13979ce31a153,Ciudad de Paz Centro Cristiano,38.293558,-122.305155,Napa,CA,94558,06,06055,Napa County,060552008043,15.0,9.0,9.0,8.0,12.0
98,sg:02578aa15477467c9695669b3580361d,Church of Christ,34.087903999999995,-117.436461,Fontana,CA,92335,06,06071,San Bernardino County,060710031023,14.0,11.0,7.0,6.0,12.5
99,sg:02686d5bc4bb4affaf786013fd71a912,Central Peninsula Church,37.551745,-122.263212,Foster City,CA,94404,06,06081,San Mateo County,060816080011,167.0,115.0,67.0,8.0,141.0
100,sg:026ad1a0638f4ba49cc402e005f04ce6,St Anthony's Catholic Church,37.789251,-122.242758,Oakland,CA,94606,06,06001,Alameda County,060014059022,78.0,106.0,86.0,41.0,92.0
101,sg:0273bbd25cea407ca5998b2e9822333f,Blazing Fire Church,37.713132,-121.926793,Dublin,CA,94568,06,06001,Alameda County,060014503001,3.0,6.0,1.0,1.0,4.5
102,sg:027748e5189b4a19a21e0616d5367662,Moreno Hills Seventh Day Adv,33.916751,-117.211219,Moreno Valley,CA,92553,06,06065,Riverside County,060650425172,19.0,16.0,11.0,6.0,17.5
103,sg:0279afab74b54de28bd7d1627560898b,Masjid Omar Al Farouk,33.85173,-117.888762,Anaheim,CA,92806,06,06059,Orange County,060590864021,11.0,10.0,6.0,1.0,10.5
104,sg:0279f2f4109442968db17b1055f23d13,Chatsworth United Methodist Church,34.266628999999995,-118.60538,Chatsworth,CA,91311,06,06037,Los Angeles County,060371132111,7.0,9.0,6.0,5.0,8.0
106,sg:029e14e0fb45459d9fc1587923bc135c,Chua Xa Loi,34.061966,-118.099753,Rosemead,CA,91770,06,06037,Los Angeles County,060374825021,28.0,6.0,8.0,3.0,17.0
107,sg:02a0d9ae6a254b9fa1f517b63d97d6b9,St Raphael's Catholic Church,33.975776,-118.290801,Los Angeles,CA,90044,06,06037,Los Angeles County,060372375002,9.0,11.0,3.0,0.0,10.0
108,sg:02b07a3d343243eab5b1cfe5a8c890e0,Faith Community Church,34.194726,-119.18273700000002,Oxnard,CA,93030,06,06111,Ventura County,061110086002,3.0,6.0,5.0,3.0,4.5
109,sg:02b97b169fdf47c1bc4a50975d55e18c,Church of God,33.729249,-116.212608,Indio,CA,92201,06,06065,Riverside County,060650453031,20.0,12.0,11.0,6.0,16.0
110,sg:02b9efac8a0f4dc992fbd5f9a908a59e,First Baptist Church,37.683691,-122.054551,Hayward,CA,94541,06,06001,Alameda County,060014353003,23.0,24.0,19.0,10.0,23.5
111,sg:02c22618862e403aa930bc656b07cc46,St Matthews United Methodist Church,34.154882,-118.949234,Newbury Park,CA,91320,06,06111,Ventura County,061110059101,83.0,77.0,97.0,65.0,80.0
112,sg:02c2a7916f7f44008dd7465d521ea22c,Richfield Community Church,33.884427,-117.824433,Yorba Linda,CA,92886,06,06059,Orange County,060590218022,64.0,76.0,43.0,11.0,70.0
113,sg:02c2af95f00644598ff9e0d662ba496d,Trinity Lutheran Church Missouri Synod,34.3445,-119.079022,Santa Paula,CA,93060,06,06111,Ventura County,061110007012,16.0,14.0,7.0,5.0,15.0
114,sg:02c40c1cf5424da295608c54dba9ca7c,Calvary Baptist Church,35.76838400000001,-119.223574,Delano,CA,93215,06,06029,Kern County,060290050043,29.0,36.0,30.0,22.0,32.5
115,sg:02c9aa66ea4c451d93e09485a17bdde5,North Coast United Methodist Church,33.17903,-117.35129,Oceanside,CA,92054,06,06073,San Diego County,060730185044,10.0,5.0,3.0,0.0,7.5
116,sg:02c9f295300d47ea941afef9a874355d,St Philomena Catholic Church,33.829049,-118.275684,Carson,CA,90745,06,06037,Los Angeles County,060375438022,467.0,475.0,272.0,12.0,471.0
117,sg:02d32326b8c949e7858a3c93365954aa,San Jose Sevants Church,37.260336,-121.884178,San Jose,CA,95118,06,06085,Santa Clara County,060855029094,50.0,48.0,29.0,8.0,49.0
118,sg:02d38b1839c94228a52468d4a0a58dd3,Acton Foursquare Hispanic Church,34.468384,-118.202334,Acton,CA,93510,06,06037,Los Angeles County,060379108051,15.0,14.0,13.0,10.0,14.5
120,sg:02d56d0f9d18459c884d52e5bba3aeb3,Cathedral City Apostolic Church,33.800882,-116.456055,Cathedral City,CA,92234,06,06065,Riverside County,060650449163,57.0,42.0,33.0,13.0,49.5
121,sg:02d6ad8f76d4495dbd95f679fb8d7506,Our Lady of The Miraculous Medal Catholic Church,34.030353000000005,-118.128017,Montebello,CA,90640,06,06037,Los Angeles County,060375302031,35.0,27.0,19.0,1.0,31.0
122,sg:02e64975a1db47b8bce9e8a7afcfc52f,Living Water Loving Mission,34.07614,-118.099306,San Gabriel,CA,91776,06,06037,Los Angeles County,060374823013,9.0,12.0,4.0,3.0,10.5
123,sg:02fbf9fb0bad47758a765a7c00d31448,Redwood Christian Center,40.736793,-124.20211100000002,Eureka,CA,95503,06,06023,Humboldt County,060230107005,26.0,12.0,13.0,9.0,19.0
124,sg:02ff8c41840d431fafd4e1a8adde4efc,Temple Missionary Baptist Church,34.114597,-117.321567,San Bernardino,CA,92411,06,06071,San Bernardino County,060710043021,14.0,20.0,9.0,2.0,17.0
125,sg:0300c35e4d8548ef9f4464c77b2a05aa,First Christian Church of Oakland,37.817451,-122.260269,Oakland,CA,94601,06,06001,Alameda County,060014035012,80.0,76.0,36.0,48.0,78.0
126,sg:030217c0593f44d9908a011820129365,First Presbyterian Church of Santa Rosa,38.452784,-122.703604,Santa Rosa,CA,95404,06,06097,Sonoma County,060971522031,20.0,20.0,21.0,5.0,20.0
127,sg:030d1fe462754ffc94610de5416a10c6,Fiji Jamaat Ul Islam of America,37.639747,-122.435191,South San Francisco,CA,94080,06,06081,San Mateo County,060816024001,242.0,282.0,125.0,13.0,262.0
128,sg:032398f366754f028efc05528fd62ea8,House Of Hope Ministries,38.483714,-121.499354,Sacramento,CA,95822,06,06067,Sacramento County,060670042012,50.0,32.0,19.0,17.0,41.0
129,sg:0328effa93ab4977827fcdbe86612532,Iglesia De Cristo De Chula Vista,32.618277,-117.078525,Chula Vista,CA,91911,06,06073,San Diego County,060730131042,37.0,34.0,38.0,8.0,35.5
130,sg:032a1d7915bb4cdd892e985f1ca6658c,Greater New Jerusalem Church of God In Christ,34.134923,-117.316485,San Bernardino,CA,92411,06,06071,San Bernardino County,060710042023,20.0,17.0,11.0,6.0,18.5
131,sg:032c3a3498f4446a83c82083ef45519b,Buddha Monstery Support,34.063671,-118.108534,Monterey Park,CA,91755,06,06037,Los Angeles County,060374817121,70.0,39.0,18.0,8.0,54.5
132,sg:032e479f778d4e98a3963a4b1aab459c,New Covenant Baptist Church,33.831152,-118.319255,Torrance,CA,90501,06,06037,Los Angeles County,060376509023,25.0,23.0,12.0,3.0,24.0
133,sg:0342b990b9af4333aa3ee440671c0bf9,Family of God,33.930928,-118.045538,Whittier,CA,90605,06,06037,Los Angeles County,060375031031,59.0,40.0,30.0,19.0,49.5
136,sg:035b9f5b0b7f4a9187f5d8de42f97c85,Awaken LA Church,34.177147999999995,-118.396826,North Hollywood,CA,91607,06,06037,Los Angeles County,060371238002,23.0,17.0,12.0,5.0,20.0
137,sg:03600f8d917147d19e95e6ea3abe14c6,The Church At Vallejo,38.089417,-122.227495,Vallejo,CA,94591,06,06095,Solano County,060952506011,148.0,174.0,179.0,85.0,161.0
139,sg:0363c4d4d887419492f40f3bb01e2c26,Jehovah's Witnesses,33.762437,-116.963439,Hemet,CA,92543,06,06065,Riverside County,060650435072,76.0,63.0,53.0,39.0,69.5
140,sg:036b1a8906994b3f8ed63822634c99d4,Abundant Life Center,36.196118,-119.312535,Tulare,CA,93274,06,06107,Tulare County,061070024001,28.0,23.0,18.0,9.0,25.5
141,sg:0370c1de515c49a29e1f4f6fe1a0846e,Unitarian Universalist,33.783597,-116.946393,San Jacinto,CA,92583,06,06065,Riverside County,060650436012,46.0,42.0,37.0,19.0,44.0
142,sg:037115a1a2d542dca2473fcc814a1307,St Vincent Ferrer Catholic Church,38.105625,-122.25866,Vallejo,CA,94590,06,06095,Solano County,060952516002,55.0,48.0,30.0,3.0,51.5
143,sg:0376fffae7924e44bace37437ce0b13a,St Michael Antiochian Orthodox Church,34.194534000000004,-118.495902,Van Nuys,CA,91406,06,06037,Los Angeles County,060371321023,33.0,39.0,21.0,7.0,36.0
145,sg:0391a79b57f741098c5315ab669e187c,Valley Fellowship Seventh Day Adventist Church,34.108354,-117.366677,Rialto,CA,92376,06,06071,San Bernardino County,060710038032,50.0,40.0,26.0,11.0,45.0
147,sg:0399bd182c5c400a81b4e435cc95a0d0,Islamic Center of Reseda,34.186285,-118.529704,Tarzana,CA,91335,06,06037,Los Angeles County,060371329002,89.0,121.0,59.0,7.0,105.0
149,sg:03a27912481b43f280e7e3c01da72003,Sierra View Presbyterian Church,36.815317,-119.799816,Fresno,CA,93704,06,06019,Fresno County,060190045062,66.0,67.0,41.0,19.0,66.5
150,sg:03aec97a754b485bb3d7db7be17d9547,Saint Hilary Catholic Church,37.888166,-122.474078,Tiburon,CA,94920,06,06041,Marin County,060411242004,27.0,29.0,10.0,1.0,28.0
151,sg:03bbc00fe0514e0c8609aae1e73c276e,Islamic Center of Conejo Valley,34.178379,-118.933435,Newbury Park,CA,91320,06,06111,Ventura County,061110059081,79.0,90.0,67.0,16.0,84.5
152,sg:03beb5ef1122445b9f5465f5310f4f38,Christ Evangelical Lutheran Church Els,38.526297,-122.781417,Windsor,CA,95492,06,06097,Sonoma County,060971538091,9.0,10.0,23.0,5.0,9.5
153,sg:03c15cb23cfc472a89214b2d6aa8fc8b,Church of the Bible,33.738494,-117.930111,Santa Ana,CA,92704,06,06059,Orange County,060590992472,39.0,26.0,35.0,24.0,32.5
154,sg:03c5ec9d2fed4f24900c5f25a6e09703,United Methodist Church of Merced,37.296013,-120.463669,Merced,CA,95340,06,06047,Merced County,060470014012,74.0,78.0,54.0,20.0,76.0
155,sg:03c90f85726241bf920cdefe3c6bc4f1,The Church of Jesus Christ of Latter day Saints,35.317495,-119.098243,Bakersfield,CA,93311,06,06029,Kern County,060290028211,83.0,62.0,50.0,37.0,72.5
157,sg:03ce1ad6e63a4618b9013de7618756f2,Escondido Spanish SDA,33.147433,-117.047735,Escondido,CA,92027,06,06073,San Diego County,060730201031,36.0,40.0,39.0,23.0,38.0
158,sg:03cfb0db82f640489577153acd4120f3,The Church of Jesus Christ of Latter day Saints,37.976907,-122.311447,El Sobrante,CA,94803,06,06013,Contra Costa County,060133630003,43.0,42.0,36.0,10.0,42.5
159,sg:03d33aec8f4a4133a44e3968e64cb31f,Saints Community Church Of God In Christ,36.793636,-119.762331,Fresno,CA,93726,06,06019,Fresno County,060190052043,156.0,234.0,213.0,19.0,195.0
160,sg:03d3f57f919e4d4681dfa332eed3e786,Bridge Ministry Brisbane,37.682719,-122.400913,Brisbane,CA,94005,06,06081,San Mateo County,060816001002,68.0,57.0,50.0,27.0,62.5
